number,title,state,created at,closed at,user,labels,description,day of week,month,year
50539,devcontainer: use `cd ... || exit` in case `cd` fails,closed,2024-01-02 17:49:34+00:00,2024-01-02 19:46:38+00:00,jbampton,[],http pull request creat fix shellcheck warn submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50538,Resolve documentational ambiguity over `rescue_responses` [ci-skip],closed,2024-01-02 15:08:56+00:00,2024-01-02 20:15:53+00:00,sato11,['docs'],issu rais year ago http everyon involv agre document work leav forgotten believ still relev ambigu remain ever sinc also two except seat current default miss document commit align submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50537,Request to add back DB2 support in rails framework.,closed,2024-01-02 14:44:29+00:00,2024-01-02 16:05:08+00:00,praveen-db2,[],hi adapt develop team see commit http db2 support remov rail framework sure done creat lot problem custom use db2 commit revert back add db2 support back framework realli appreci help thank praveen,1,1,2024
50536,add bundler-audit to new Rails applications,closed,2024-01-02 13:24:19+00:00,2024-01-02 13:50:15+00:00,gregmolnar,['railties'],50507 brakeman ad default gem new rail app ad well would cover minim autom secur scan rail app dhh submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50535,"Rails UJS has been deprecated since Rails 7, time to die",closed,2024-01-02 11:08:43+00:00,2024-01-02 15:49:37+00:00,dhh,['actionview'],still offici packag also leav final compil target asset pipelin everyth els ought go,1,1,2024
50534,Updated the code with new enum syntax,closed,2024-01-02 07:08:08+00:00,2024-01-02 16:07:05+00:00,akhilgkrishnan,"['activerecord', 'actionmailbox']",followup ad2354e6c6fc12134c240b7af16169624f365f87 http ad new syntax enum remov lead pull request updat old enum syntax new syntax submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50533,Tune CI template for uploading artifact,closed,2024-01-02 07:02:29+00:00,2024-01-02 11:31:26+00:00,morgoth,['railties'],use fail test run follow http cc dhh,1,1,2024
50532,Document apply_rubocop_autocorrect_after_generate! in configuration guide [skip ci],closed,2024-01-02 06:34:37+00:00,2024-01-02 11:50:07+00:00,akhilgkrishnan,['docs'],http ad new configur method appli rubocop autocorrect file gener pull request add document configur guid submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50531,[ci skip] Utilize new `enum` syntax in PostgreSQL guide,closed,2024-01-02 02:46:17+00:00,2024-01-02 03:10:23+00:00,wlads,['docs'],util new syntax guid avoid confus old one pull request made guid current employ outdat enum syntax pull request modifi enum syntax align exampl recent version rail http http enum submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50530,Backport 47457 to 6-1-stable,closed,2024-01-02 00:24:11+00:00,2024-01-02 11:54:48+00:00,skipkayhil,"['activesupport', 'actionview']",backport 47457 fix rubi test,1,1,2024
50529,Add basic JS Linter by default,closed,2024-01-01 23:50:05+00:00,2024-01-02 16:05:37+00:00,faqndo97,[],project move toward default configur includ basic rubocop setup default believ also benefici add default javascript linter mani option area other regard configur specif one mind think worthwhil someth place one option although decid standard style rubi could viabl option javascript open assist implement like discuss first decid configur linter dhh know push default know 37signal alreadi use someth base work,0,1,2024
50528,Add default pwa manifest and service worker file,closed,2024-01-01 22:57:02+00:00,2024-01-03 12:07:12+00:00,dhh,['railties'],pwa manifest file mean work dynam erb techniqu mount via rail control explicitli reveal file ensur surpris,0,1,2024
50527,Add a default yield :head to layouts/application.html.erb,closed,2024-01-01 22:10:18+00:00,2024-01-02 11:16:29+00:00,dhh,['railties'],good pattern applic use allow templat render insid applic layout add tag head like addit meta tag use exampl,0,1,2024
50526,Replace old placeholder icon variants with a single one,closed,2024-01-01 21:58:24+00:00,2024-01-02 11:36:19+00:00,dhh,['railties'],need ship outdat favicon varieti icon new meta tag point singl develop easili replac,0,1,2024
50525,debugging test:ujs,closed,2024-01-01 21:22:30+00:00,2024-01-02 01:59:20+00:00,skipkayhil,['actionview'],ref 50524 merg,0,1,2024
50524,Action View `test:ujs` failures in CI,closed,2024-01-01 21:13:20+00:00,2024-01-02 11:46:32+00:00,skipkayhil,"['actionview', 'ci issues']",track issu fix buildkit first failur rubi http rubi ad buildkit fail http yet abl reproduc local,0,1,2024
50523,Document correct usage of named routes [skip ci],closed,2024-01-01 18:45:26+00:00,2024-01-03 07:16:09+00:00,bparanj,['actionpack'],pull request creat pull request chang get format blog list blogedit get format blog edit submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50522,Correct guidance on where to put partial tests,closed,2024-01-01 18:09:35+00:00,2024-01-01 18:20:30+00:00,nhorton,['docs'],discuss http expos guid tell peopl put test partial locat track stat creat rail default correct guid send code locat dhh sinc look,0,1,2024
50521,Stop repeating the Ruby version,closed,2024-01-01 18:06:33+00:00,2024-01-01 18:14:12+00:00,dhh,['railties'],ideal place need chang would nice simpl way inject default dockerfil found one yet,0,1,2024
50520,Add `brakeman` as development dependency,closed,2024-01-01 18:05:49+00:00,2024-01-01 18:21:16+00:00,jonathanhefner,[],sinc includ gener app default must instal run rail test invok gener app fix ci failur error appgeneratortest testupdatenotappwhennamehyphenatedgeneratorgeneratorappgeneratorappgeneratorgeneratorappgeneratorappdoeschangenameappisnam,0,1,2024
50519,Fix skipped rubocop test typo,closed,2024-01-01 06:19:31+00:00,2024-01-01 14:49:15+00:00,akhilgkrishnan,['railties'],test assert instead submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ zzak,0,1,2024
50518,Update the puma startup message [skip ci],closed,2024-01-01 06:09:29+00:00,2024-01-01 10:08:45+00:00,akhilgkrishnan,['docs'],pull request updat log output latest puma messag submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50517,docs: remove unneeded whitespace from start of code blocks,closed,2024-01-01 05:55:45+00:00,2024-01-01 10:14:31+00:00,jbampton,[],pull request standard markdown code block saw markdown linter pr fix markdown submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50516,Update Gemfile.lock for Ruby 3.3.0,closed,2024-01-01 05:34:28+00:00,2024-01-02 15:48:44+00:00,skipkayhil,"['actionpack', 'actionview']",merg commit meant accomplish two thing lockfil rubi minimum version addit requir ad ignor mdl rais fals posit warn commit introduc warn revert releas sinc revert,0,1,2024
50515,bundle update rubocop --conservative,closed,2024-01-01 05:08:32+00:00,2024-01-02 11:49:36+00:00,skipkayhil,"['actionpack', 'actionview']",1 http 2 http attempt updat rubi 50516 new warn rais rubocop commit split rubocop updat fix new warn introduc,0,1,2024
50514,Add changelog entry for #50512 [skip ci],closed,2024-01-01 04:05:29+00:00,2024-01-01 10:11:28+00:00,akhilgkrishnan,['railties'],ad miss changelog entri 50512,0,1,2024
50513,Add changelog entry for #50505 [ci skip],closed,2023-12-31 23:42:42+00:00,2024-01-01 00:06:13+00:00,vipulnsward,['actionpack'],add changelog entri 50505,6,12,2023
50512,Switch to headless chrome by default,closed,2023-12-31 23:40:09+00:00,2024-01-01 00:20:05+00:00,dhh,['railties'],work box cloud ci,6,12,2023
50511,Default to creating git pre-commit,closed,2023-12-31 21:54:24+00:00,2024-01-03 17:36:22+00:00,faqndo97,['railties'],rubocop default worth basic git config default new rail app unless creat flag,6,12,2023
50510,Remove unnecessary require,closed,2023-12-31 20:16:35+00:00,2024-01-01 10:18:11+00:00,santib,['activesupport'],pull request creat 10c64a472f2f19a5e485bdac7d5106a76aeb29a5 remov usag statement longer necessari pull request chang requir anymor submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,12,2023
50509,Add Dockerfile section in the docs [skip ci],open,2023-12-31 20:15:53+00:00,,bparanj,['docs'],get start rail edg guid miss detail docker pull request creat develop open issu due lack document use run rail app pull request chang section base rafael post http submit pr make sure follow check commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,12,2023
50508,Default to creating GitHub CI files,closed,2023-12-31 18:56:42+00:00,2023-12-31 23:37:12+00:00,dhh,['railties'],rubocop brakeman default make sens add default github ci workflow file new applic get especi newcom good start autom scan lint test natur continu modern age done sinc start unit test add good default avoid,6,12,2023
50507,Add Brakeman by default to new apps,closed,2023-12-31 17:34:45+00:00,2023-12-31 18:09:47+00:00,vipulnsward,['railties'],add brakeman default new app skip flag close 50501,6,12,2023
50506,Apply autocorrection by RuboCop to files generated by `bin/rails generate`,closed,2023-12-31 17:27:29+00:00,2024-01-01 19:04:47+00:00,koic,['railties'],rubocop includ default 50456 ad follow tip default configur user appli rubocop autocorrect code gener migrat file http mean gener file format accord user custom configur sinc use develop environ target file limit featur introduc rail http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,12,2023
50505,Add allow_browser to set minimum versions for your application,closed,2023-12-31 17:17:15+00:00,2023-12-31 18:19:16+00:00,dhh,"['actionpack', 'railties']",specifi browser version allow access action limit tt tt except browser match hash name set pass tt version block version specifi mean browser well agent report header allow access browser block default serv file http statu code 426 upgrad requir addit specif name browser version also pass tt modern set restrict support browser nativ support webp imag web push badg import map css nest css includ safari chrome firefox opera use http check browser version support featur use use tt activesupport subscrib event browser block use tt browsercontrol event name exampl rubi class applicationcontrol actioncontrol allow browser nativ support webp imag web push badg import map css nest allowbrows version safari firefox 121 ie fals end class messagescontrol applicationcontrol addit browser block applicationcontrol also block opera 104 chrome 119 show action version opera 104 chrome 119 show end,6,12,2023
50504,"Ruby Versions are in multiple locations, making it difficult to upgrade",closed,2023-12-31 16:22:43+00:00,2024-01-01 00:03:05+00:00,bparanj,[],rail amaz cloud nativ abl work gitpod codespac ec2 current 3 place need updat rubi version upgrad rubi dockerfil arg gemfil rubi rubi file one locat need specifi rubi version chang rubi version three file updat rubi latest version provid great experi beginn,6,12,2023
50503,Fix a flaky test in `query_assertions_test.rb`,closed,2023-12-31 14:23:46+00:00,2024-01-02 11:50:43+00:00,fatkodima,"['activerecord', 'ci issues']",fix flaki test http reproduc rake test postgresql abl reduc find exact preced test case make test fail seem like somewher connect reestablish test case thu gener extra queri chang test case less strict make pass,6,12,2023
50502,Add GitHub CI workflow by default to new applications,closed,2023-12-31 13:45:27+00:00,2023-12-31 23:40:56+00:00,dhh,[],rubocop brakeman default think make sens add default github ci workflow file new applic get especi newcom good start autom scan lint test find natur continu modern age done sinc start unit test cours true github action commerci cloud product privat repositori use free token given relationship github rail overwhelm default natur platform newcom valu teach newcom good ci habit find accept alway flag nice build preconfigur packag servic need depend databas configur exampl default file could use yaml name ci push branch main pullurl redi true run test,6,12,2023
50501,Add Brakeman by default to new apps,closed,2023-12-31 13:39:44+00:00,2023-12-31 18:09:48+00:00,dhh,[],great way prevent common secur vulner rail go product encourag new applic especi newcom framework might otherwis make rooki mistak let add way ad rubocop want otherwis add default gemfil creat default binstub,6,12,2023
50500,Fix a couple of typos [ci skip],closed,2023-12-31 11:43:33+00:00,2023-12-31 15:14:04+00:00,matthieuprat,"['actionpack', 'docs']",relat stumbl upon typo read,6,12,2023
50499,"When quering on a base class that has inheritance, childs instantiate with full attributes including ignored columns",open,2023-12-31 06:57:22+00:00,,jvlara,"['activerecord', 'attached PR', 'With reproduction steps']",rubi requir gemfil true sourc http gitrecord requir requir logger activerecord post forc true titl exclusivecolumn type end end class post activerecord end class post post end class post post post titl correct behavior column ignor assign attribut sti class postcalledsti post bug column ignor assign attribut base class assert postcalledbaseof post fail assert post quer ignor column attribut associ record sti class instanti quer method ignor column associ whose inconsist behaviour call quer method directli sti class inconsist result instanc sti class differ attribut demonstr script consid submit pull request address issu use monkey patch softwar howev proceed would like hear thought think someth chang,6,12,2023
50498,Document Cache::WriteOptions [ci-skip],closed,2023-12-31 05:37:49+00:00,2023-12-31 05:45:26+00:00,skipkayhil,['activesupport'],,6,12,2023
50497,Document .rubocop.yml in rails default file folder structure [skip ci],closed,2023-12-31 05:34:07+00:00,2023-12-31 06:06:18+00:00,akhilgkrishnan,['docs'],followup http pull request document rail new applic folder structur submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,12,2023
50496,Cache::Store doc improvements [ci-skip],closed,2023-12-31 05:02:25+00:00,2023-12-31 05:37:58+00:00,skipkayhil,['activesupport'],see individu commit,6,12,2023
50495,Add rubocop-rails-omakase as development dependency,closed,2023-12-31 03:07:40+00:00,2023-12-31 17:18:17+00:00,zzak,[],fix ci http gem use railti test must develop depend due fixtur rail app matthewd wrote e4b0488851,6,12,2023
50494,Document --skip-rubocop rails command [skip ci],closed,2023-12-31 02:53:10+00:00,2023-12-31 03:26:33+00:00,akhilgkrishnan,['docs'],followup http http ad default rubocop config new rail applic ad command skip configur pull request document rail command submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ zzak,6,12,2023
50493,Fix calculation of Active Record :db_runtime metric,closed,2023-12-30 22:14:36+00:00,2023-12-31 08:06:24+00:00,fatkodima,['activerecord'],use async queri insid control notic larg db runtim valu neg view runtim valu log someth like complet 200 ok 133m view activerecord alloc 29036 turn problem recent chang http need multipli valu alreadi millisecond cc byroot,5,12,2023
50492,Fix `load_async` to work with query cache,closed,2023-12-30 22:14:29+00:00,2023-12-31 08:12:38+00:00,fatkodima,['activerecord'],50410 merg int control view got undefin method activerecord cc byroot,5,12,2023
50491,Bump the required Ruby version to 3.1.0,closed,2023-12-30 18:56:03+00:00,2023-12-31 08:17:00+00:00,byroot,"['actionmailer', 'actionpack', 'activemodel', 'activerecord', 'activesupport', 'railties', 'docs', 'actionview', 'activejob', 'actioncable', 'activestorage', 'actionmailbox', 'actiontext']",rail drope compat older rubi new major propos chang polici caus us either keep compat long eol rubi bump rail major often drop multipl rubi version bump major opinion bad align incent much better drop support new minor whenev go eol 3 year also rubi upstream depend even semver violat afaict sinc rail plan month alreadi drop rubi eol march fyi matthewd sinc think rememb opinion,5,12,2023
50490,Add rate limiting to Action Controller via the Kredis limiter type,closed,2023-12-30 15:29:22+00:00,2023-12-31 12:26:01+00:00,dhh,['actionpack'],add rate limit api use redi rubi class sessionscontrol applicationcontrol ratelimit 1000 within alert mani signup new end note rate limit reli applic access redi server kredi avail bundl,5,12,2023
50489,[FIX] Fix Activesupport json encode for hash with duplicate keys,closed,2023-12-30 14:31:51+00:00,2023-12-30 18:21:32+00:00,maniSHarma7575,['activesupport'],fix 50481 pull request creat fix 50481 output hash inconsist use duplic key behav expect key later valu exampl rubi activesupport 1 2 result json behavior observ submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,12,2023
50488,Move singleton require,closed,2023-12-30 11:53:41+00:00,2023-12-31 08:15:20+00:00,wjessop,"['activesupport', 'activejob']",activesupport use requir remov 9812641891f1c9ba4c3f8ffb8549ec26fc2668c4 june 5 2023 leav requir seem oversight howev modul activejob requir singleton reli deprec requir pr move requir place actual use way less confus case move confus requir addit code need peopl requir activesupport requir may also prevent activejob requir independ danger peopl code run use singleton lean requir activesupport load remov requir break code possibl,5,12,2023
50487,Remove unnecessary to_a conversion for readonly_attributes method call,open,2023-12-30 04:06:50+00:00,,jprosevear,['activerecord'],rail despit api document guard call submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex na x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,5,12,2023
50486,Add rubocop-rails-omakase to new Rails applications,closed,2023-12-29 22:42:23+00:00,2023-12-30 20:13:13+00:00,zzak,['railties'],fix 50456 setup basic rubocop config new rail app use gem http skip flag,4,12,2023
50485,docs: fix ImageMagick package name on fedora [ci-skip],closed,2023-12-29 21:27:55+00:00,2023-12-29 22:55:40+00:00,thdaraujo,['docs'],pr correct name imagemagick packag instal project depend fedora refer http sudo dnf instal imagemagick match argument imagemagick x pull request relat one chang chang unrel open separ pr x ad updat fix bug add,4,12,2023
50484,docs: update reference to `main` branch [ci skip],closed,2023-12-29 20:39:30+00:00,2023-12-29 22:46:20+00:00,G-Rath,['docs'],default branch renam redirect figur goal refer updat submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x file updat chang librari behavior chang addit featur minor bug fix document chang,4,12,2023
50483,Warning on serialize from ActiveStorage,closed,2023-12-29 15:21:41+00:00,2024-01-16 09:43:45+00:00,dorianmarie,['activestorage'],deprec warn pass class posit argument deprec remov rail pleas pass class keyword argument serial metadata type object come hasattach rubi revis e51014f9c0 rail seem like issu come rail happen upgrad rail,4,12,2023
50482,"Add `explain` support for methods like `last`, `pluck` and `count`",closed,2023-12-29 15:15:27+00:00,2024-01-04 22:40:02+00:00,p8,['activerecord'],call relat explain databas would execut queri current work queri use return actual result instead relat make difficult optim queri let return proxi instead support method rubi howev mostli use commandlin wo problem inspect call automat irb variat http use argument instead proxi method call anoth variat could pass block instead would break current behaviour bit verbos rubi end becom bit terser rubi count unlik proxi solut notat could also appli tosql count could use method name variat would break argument pass like rubi id submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,12,2023
50481,Rails 7.1.0 has the inconsistency behavior for ActiveSupport::JSON.encode when encoding the Hash with symbols and strings of the same word as keys.,closed,2023-12-29 14:00:47+00:00,2023-12-30 18:21:33+00:00,takkanm,[],rubi requir gemfil true sourc http gitvers end requir result run sampl code behavior also current head inconsist introduc ab01f9f3da837395550c0b20d3349aad9d314e38 contain 48614 chang record changelog howev current behavior consist result rubi rubi requir pp 1 2 therefor would like know behavior correct inconsist remain specif current specif would happi see describ test,4,12,2023
50480,Add DB-backed Action Cable adapter as new default in Rails 8,open,2023-12-29 13:40:28+00:00,,dhh,[],box action cabl work singl process setup use adapt run multipl process let alon multipl app server add redi mix run postgresql redi great anoth move part postgresql also love one 3 support databas action cabl work multipl process box regardless support databas use 1 built tini activ cabl adapt work mysql sqlite plan extract add new default,4,12,2023
50479,"Add Thruster to Docker setup to get HTTP/2, X-Sendfile, Caching by default in Rails 8",open,2023-12-29 13:31:03+00:00,,dhh,[],puma support box seem path chang mean peopl either stick nginx cdn front app mean configur move part part develop 1 built tini proxi sit front puma provid public cach setup run start gain speed upgrad without hassl make great fit peopl want run rail app default dockerfil minimum fuss,4,12,2023
50478,Add standardrb for new rails apps,closed,2023-12-29 10:15:41+00:00,2023-12-29 18:53:09+00:00,zzak,['railties'],fix 50456 simpl approach ad linter applic linter option configur disabl format issu file default option take account scenario particular flag gener migrat etc may introduc new lint error think way automat test ensur break invit go fix exist gener code match standardrb style chang back test otherwis point imo happi squash add changelog doc approach make sens feedback welcom bow,4,12,2023
50477,Active Storage can be configured by STORAGE_URL,open,2023-12-29 06:36:26+00:00,,zzak,['activestorage'],fix 50448 note came base understand activerecord tri find tini seam add support featur open feedback suggest want take stab fresh head,4,12,2023
50475,support dumping PostgreSQL inheritance & partitioning options to `schema.rb`,open,2023-12-28 21:23:47+00:00,,waymondo,['activerecord'],declar partit definit createid accountat null fals end ad migrat run properli creat partit tabl develop dump schema persist specifi partit option therefor run test suit load test databas tabl wo properli partit pr extend postgesql adapt schema statement dump partit definit defin relev system tabl submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,12,2023
50474,PostgreSQL view regression in Rails 7.1 in RETURNING logic,closed,2023-12-28 15:48:40+00:00,2023-12-28 16:38:36+00:00,edwinv,[],upgrad rail app notic behavior chang postgresql view caus chang http nvasilevski eileencod issu notic test complet make test cover situat better chang name rail action statu 0 format paperback assert newbook end fetch last record alway succeed field initi record use commit 3421e892afa532a254e54379ac2ce9bef138cf3f test pass commit test fail consol git checkout bundl exec rubi testrecord failur updateableviewtest testrecord insert statement view perfectli fine result record attribut fill like postgresql tabl field empti record state persist present caus issu use record save test branch specif commit,3,12,2023
50473,Delegate `ActionText::Content#deconstruct` to Nokogiri,closed,2023-12-28 14:23:58+00:00,2024-01-03 17:31:22+00:00,seanpdoyle,"['actionview', 'actiontext']",sinc wrap wrap abl reli newer rubi pattern match introduc nokogiri mainli documentfrag deconstruct method rubi actioncont actiontext h1 hello world div bodi html actioncont h1 div assertpattern div content bodi implement chang reli deleg deliber exclud text node nokogiri http documentfrag deconstruct http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,12,2023
50472,Read `ActionText::Attachment.tag_name` in Action Text Fixtures,open,2023-12-28 13:54:36+00:00,,seanpdoyle,['actiontext'],util actiontext method consum applic test suit reli element tag name uncommon valu chang possibl configur intern rail test suit action text fixtur use html element wrap new block text trix use element default line break histor reason chang intern codebas affect user actiontext http histor reason http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,12,2023
50471,[ci skip] Fix strong param example typo,closed,2023-12-28 13:23:08+00:00,2023-12-28 18:08:27+00:00,san650,['actionpack'],fix typo strong paramet exampl document,3,12,2023
50470,Yield instance to `Object#with` block,closed,2023-12-28 13:12:43+00:00,2024-01-07 20:06:02+00:00,seanpdoyle,['activesupport'],introduct block argument mean accept symbol to000 ping submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,12,2023
50469,.create method on record is creating the attribute that is defined as enum in my model,closed,2023-12-28 09:34:59+00:00,2023-12-28 10:26:12+00:00,raoehtesham03,[],rail upon execut initi object column rail initi object column attribut tabl also attribut defin enum rubi class mymodel activerecord enum objecttyp happen,3,12,2023
50468,SQLite3 +returning+ documentation additions,closed,2023-12-28 08:56:23+00:00,2023-12-28 17:04:26+00:00,fractaledmind,['activerecord'],pr http fail updat document method note keyword argument work sqlite3 adapt detail pr http left unresolv thank ouyangjint remind detail nvasilevski merg pr close one submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,12,2023
50467,Browser blocking for Rails 8,closed,2023-12-28 01:56:17+00:00,2023-12-31 17:18:55+00:00,codergeek121,"['actionpack', 'railties']",pull request creat http better collabor public api pull request implement first draft potenti unsupport browser block middlewar rail public api defin clearli add test doc chang intern implement etc thing like add rubi block actual browser call error handler report unsupport ua end mechan block certain browser rubi block version internet explor end dhh could assign pr creation guess miss permiss ping instead thank take look,3,12,2023
50466,Add custom ArgumentError for invalid to: values,closed,2023-12-27 22:24:43+00:00,2024-01-15 22:49:32+00:00,skipkayhil,"['actionpack', 'needs backport']",ref 50465 previous theoret possibl defin rout symbol valu least would rais howev pass symbol broke replac 1 assumpt alway string commit fix issu call check accept backport still backport worthi submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,2,12,2023
50465,Using symbols when using 'to:' in routes.rb results in NoMethodError on startup,closed,2023-12-27 21:25:39+00:00,2024-01-15 22:50:06+00:00,petru,"['regression', 'actionpack', 'attached PR']",creat rout use syntax taken rubi control blog get list get delet get edit end result follow startup error start pid 2252567 start pid 2252568 debugg debugg attach via unix domain socket boot puma rail applic start develop run startup option exit undefin method includ instanc symbol nomethoderror rout match respect control action referenc symbol rail crash startup symbol method howev use instead provid string work,2,12,2023
50464,Document `round_mode` option in action view's number helper [ci skip],closed,2023-12-27 21:08:35+00:00,2024-01-04 20:33:31+00:00,vlado,['actionview'],round mode option ad http document use activ support helper accept option document also also took time unifi exampl make clear return string number,2,12,2023
50463,Remove SQLite production warning but leave production config disabled,closed,2023-12-27 20:11:44+00:00,2023-12-27 22:34:47+00:00,byroot,"['activerecord', 'railties']",fix http valid use case run sqlite product howev must done care instead warn user wo see anyway prefer leav configur comment forc think databas persist volum etc intrip,2,12,2023
50462,Docs: Update action_cable_overview.md [ci skip] ,closed,2023-12-27 20:11:00+00:00,2023-12-31 00:34:18+00:00,benkoshy,['docs'],minor word read better technic document short sweet best submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,2,12,2023
50461,"Not possible to test path helpers when an application uses config.relative_url_root different to ""/""",open,2023-12-27 20:02:28+00:00,,vtamara,[],let say want run applic mount point want resourc mount point use tradit would least rail result path helper differ work rout follow test case show rubi requir gemfil true sourc http class testapp rail secretbas stdout scope get test index root end end end class testcontrol actioncontrol includ def testroota6and1 get one work assert lastrootdifferentworkingroutein77path present get end privat def app end end return rout realiti work rout work rail previou remov guess first solut simpler implement behaviour rout mount engin rail behaviour rail describ http short pr bensheldon http describ issu although problema happen also,2,12,2023
50460,Allow overriding SQLite defaults from `database.yml`,closed,2023-12-27 14:52:19+00:00,2024-01-02 11:52:54+00:00,fractaledmind,['activerecord'],pragma configur set key configur file take preced rail default addit pragma set well yaml databas timeout 5000 pragma journalstor memori altern http follow matthewd suggest pull request allow default sqlite configur overridden via valu set key file moreov allow sqlite pragma set via key ignor warn unknown pragma submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,2,12,2023
50456,Add (a very basic!!) Rubocop by default,closed,2023-12-27 05:27:04+00:00,2023-12-30 20:13:15+00:00,dhh,[],final relent rubocop grant style enforc kept incred light could mother bikesh intend reduc style enforc person idiosyncrat prefer give new app easi start point develop hous style guid idea basic linter place establish,2,12,2023
50455,Default PWA files,closed,2023-12-27 04:20:17+00:00,2024-01-03 12:08:07+00:00,dhh,"['actionpack', 'railties']",bring interest part pwa puzzl tabl also ensur basic configur file fill mean serv webmanifest default logo file root hard right littl clumsi due fact servic worker exampl live root let smooth,2,12,2023
50454,Extract Action Notifier framework for push notifications,open,2023-12-27 00:58:14+00:00,,dhh,[],one excit develop web standard year full adopt web push appl mean reliabl push notif standard work safari chrome firefox get servic worker web push configur permiss flow right surprisingli complic alreadi great gem like handl underli plumb put togeth far complic ought let compress complex new dedic framework compress complex web push primari motiv action notifi also great time add plugin setup allow us plug adapt servic like pinpoint nativ platform protocol intent support everi possibl deliveri format notif sun like sm definit email action mailer first stab extract first gem let hold detail discuss featur capabl prior art examin http,2,12,2023
50453,Add a default LSP for better editor/IDE support in Rails 8,open,2023-12-27 00:33:27+00:00,,dhh,[],tenderlov made includ offici rail lsp framework rail world let make shopifi work http,2,12,2023
50452,Add structured logging next to developer logging,open,2023-12-27 00:26:24+00:00,,dhh,['railties'],want aggreg data rail applic data analysi platform real pain tri pars log line rail spit default addit log line great develop manual inspect add structur json log basi easili digest analyt shopifi 37signal use structur log long time extract someth scenario path intend go cc jeremi rafaelfranca,2,12,2023
50451,Add a built-in benchmark tool,open,2023-12-27 00:17:01+00:00,,dhh,[],simpl benchmark mechan peopl evalu differ comput platform whether cloud vm raspberri pi own server hardwar think geekbench speedomet run big test suit singl machin produc one compar number oh new box got rail speedrun easili compar number make better comparison make better buy decis,2,12,2023
